PID,NAME,NAME TYPE,MISSION TYPE,MISSION TYPE PLUS,MISSION CATEGORY,SPACE,TIME,YEAR,MONTH,DAY,LAUNCH LOCATION,LAUNCH VEHICLE,CREWED,CELESTIAL BODIES,ORBIT,PROGRAM COST
gsfcirMisn:3106,Spacecraft Attitude Control,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3107,Spacecraft Kinetic Infrared Test,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3107,SKIRT,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3108,Spacecraft Vibration Accelerometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3109,Spacecraft-to-Spacecraft Doppler Tracking,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3105,Space-Exposed Experiment Developed for Students,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3105,SEEDS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3110,SPACEHAB,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3111,SPACEHAB 1,Preferred,spacecraft,NULL,NULL,NULL,NULL,1993,JUN,21,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3111,SH-01,Alternate,spacecraft,NULL,NULL,NULL,NULL,1993,JUN,21,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3112,SPACEHAB 2,Preferred,spacecraft,NULL,NULL,NULL,NULL,1994,FEB,3,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3112,SH-02,Alternate,spacecraft,NULL,NULL,NULL,NULL,1994,FEB,3,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3113,SPACEHAB 3,Preferred,spacecraft,NULL,NULL,NULL,NULL,1995,FEB,3,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3113,SH-03,Alternate,spacecraft,NULL,NULL,NULL,NULL,1995,FEB,3,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3114,Spacelab,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3115,Spacelab 1,Preferred,spacecraft,NULL,NULL,NULL,NULL,1983,NOV,28,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3116,Spacelab 2,Preferred,spacecraft,NULL,NULL,NULL,NULL,1985,JUL,29,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3117,Spacelab 3,Preferred,spacecraft,NULL,NULL,NULL,NULL,1985,APR,29,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3118,Spacelab LMS,Preferred,spacecraft,NULL,NULL,NULL,NULL,1996,JUN,20,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3118,Life and Microgravity Spacelab,Alternate,spacecraft,NULL,NULL,NULL,NULL,1996,JUN,20,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3119,Spacelab Solar,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3120,Spacelab-D1,Preferred,spacecraft,NULL,NULL,NULL,NULL,1985,OCT,30,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3121,Spacelab-D2,Preferred,spacecraft,NULL,NULL,NULL,NULL,1993,APR,26,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3122,Spacelab-J,Preferred,spacecraft,NULL,NULL,NULL,NULL,1992,SEP,12,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3122,SL-J,Alternate,spacecraft,NULL,NULL,NULL,NULL,1992,SEP,12,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3123,SPACERAD Experiments,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3124,Spartan,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3125,Spartan 201-01,Preferred,spacecraft,NULL,NULL,NULL,NULL,1993,APR,8,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3125,Solar Spartan,Alternate,spacecraft,NULL,NULL,NULL,NULL,1993,APR,8,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3126,Spartan 201-02,Preferred,spacecraft,NULL,NULL,NULL,NULL,1994,SEP,13,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3127,Spartan 201-05,Preferred,spacecraft,NULL,NULL,NULL,NULL,1998,NOV,1,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3128,Spartan 201-3,Preferred,spacecraft,NULL,NULL,NULL,NULL,1995,SEP,8,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3129,Spartan 201-4,Preferred,spacecraft,NULL,NULL,NULL,NULL,1997,NOV,21,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3130,Spartan 204,Preferred,spacecraft,NULL,NULL,NULL,NULL,1995,FEB,7,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3131,Spartan 207,Preferred,spacecraft,NULL,NULL,NULL,NULL,1996,MAY,20,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3132,Spartan Halley,Preferred,spacecraft,NULL,NULL,NULL,NULL,1986,JAN,28,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3133,Spartan-A,Preferred,spacecraft,NULL,NULL,NULL,NULL,1985,JUN,17,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3133,Spartan 1,Alternate,spacecraft,NULL,NULL,NULL,NULL,1985,JUN,17,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3134,Spartan-B,Preferred,spacecraft,NULL,NULL,NULL,NULL,1992,JUL,9,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3134,Spartan 2,Alternate,spacecraft,NULL,NULL,NULL,NULL,1992,JUL,9,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3135,Spartan-C,Preferred,spacecraft,NULL,NULL,NULL,NULL,1986,DEC,1,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3135,Spartan 3,Alternate,spacecraft,NULL,NULL,NULL,NULL,1986,DEC,1,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3136,Spatio-Temporal Analysis of Magnetic Field Fluctuations,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3136,STAFF,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3137,Spectral and Photometric Imaging Receiver,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3137,SPIRE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3138,Spectral Broadening,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3139,Spectral Imaging of the Coronal Environment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3139,SPICE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3140,Spectral Irradiance Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3141,Spectrograph/Telescope for Astronomical Research,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3141,STARLITE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3142,"Spectrometer for Sky-Scanning, Sun-Tracking Atmospheric Research",Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3142,4STAR,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3143,Spectroscopy in X-Ray Astronomy,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3144,Spherical Electrostatic Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3145,Spherical Electrostatic Probe,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3146,Spherical Ion and Electron Trap,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3147,Spherical Ion-Mass Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3148,Sphinx,Preferred,spacecraft,NULL,NULL,NULL,NULL,1974,FEB,11,"Cape Canaveral, FL",Titan IIIE-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:3148,Space Plasma High-Voltage Interaction Experiment,Alternate,spacecraft,NULL,NULL,NULL,NULL,1974,FEB,11,"Cape Canaveral, FL",Titan IIIE-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:3149,Sphinx-B,Preferred,spacecraft,NULL,NULL,NULL,NULL,1981,NOV,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3149,Space Plasma High-Voltage Interaction Experiment-B,Alternate,spacecraft,NULL,NULL,NULL,NULL,1981,NOV,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3150,Sphinx-C,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3150,Space Plasma High-Voltage Interaction Experiment-C,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3151,Spin Scan Auroral Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3151,SAI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3152,Spirit,Preferred,spacecraft,NULL,NULL,NULL,NULL,2003,JUN,10,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:3152,Mars Exploration Rover A,Alternate,spacecraft,NULL,NULL,NULL,NULL,2003,JUN,10,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:3152,Mars Exploration Rover 2,Hidden,spacecraft,NULL,NULL,NULL,NULL,2003,JUN,10,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:3152,MER 2,Hidden,spacecraft,NULL,NULL,NULL,NULL,2003,JUN,10,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:3152,MER-A,Hidden,spacecraft,NULL,NULL,NULL,NULL,2003,JUN,10,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:3153,Spitzer Space Telescope,Preferred,spacecraft,NULL,NULL,NULL,NULL,2003,AUG,25,"Cape Canaveral, FL",Delta 7920H ELV,NULL,NULL,NULL,NULL
gsfcirMisn:3153,SST,Alternate,spacecraft,NULL,NULL,NULL,NULL,2003,AUG,25,"Cape Canaveral, FL",Delta 7920H ELV,NULL,NULL,NULL,NULL
gsfcirMisn:3153,Space Infrared Telescope Facility,Hidden,spacecraft,NULL,NULL,NULL,NULL,2003,AUG,25,"Cape Canaveral, FL",Delta 7920H ELV,NULL,NULL,NULL,NULL
gsfcirMisn:3154,SporeSat,Preferred,spacecraft,NULL,NULL,NULL,NULL,2014,APR,18,"Cape Canaveral, FL",Falcon 9,NULL,NULL,NULL,NULL
gsfcirMisn:3155,SRL,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3155,Space Radar Laboratory,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3155,Shuttle Radar Laboratory,Hidden,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3156,SRL-1,Preferred,spacecraft,NULL,NULL,NULL,NULL,1994,APR,9,Kennedy Space Center,Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3156,Space Radar Laboratory-1,Alternate,spacecraft,NULL,NULL,NULL,NULL,1994,APR,9,Kennedy Space Center,Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3156,Shuttle Radar Laboratory 1,Hidden,spacecraft,NULL,NULL,NULL,NULL,1994,APR,9,Kennedy Space Center,Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3157,SRL-2,Preferred,spacecraft,NULL,NULL,NULL,NULL,1994,SEP,30,Kennedy Space Center,Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3157,Space Radar Laboratory-2,Alternate,spacecraft,NULL,NULL,NULL,NULL,1994,SEP,30,Kennedy Space Center,Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3157,Shuttle Radar Laboratory 2,Hidden,spacecraft,NULL,NULL,NULL,NULL,1994,SEP,30,Kennedy Space Center,Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3158,SRL-3,Preferred,spacecraft,NULL,NULL,NULL,NULL,1996,FEB,1,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3158,Space Radar Laboratory-3,Alternate,spacecraft,NULL,NULL,NULL,NULL,1996,FEB,1,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3158,Shuttle Radar Laboratory 3,Hidden,spacecraft,NULL,NULL,NULL,NULL,1996,FEB,1,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3159,SRTM,Preferred,spacecraft,NULL,NULL,NULL,NULL,2000,FEB,11,Kennedy Space Center,Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3159,Shuttle Radar Topography Mission,Alternate,spacecraft,NULL,NULL,NULL,NULL,2000,FEB,11,Kennedy Space Center,Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3159,Shuttle Radar Terrain Mission,Hidden,spacecraft,NULL,NULL,NULL,NULL,2000,FEB,11,Kennedy Space Center,Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3160,SSBUV,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3160,Shuttle Solar Backscatter Ultraviolet Experiment,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3161,SSBUV02,Preferred,spacecraft,NULL,NULL,NULL,NULL,1990,OCT,6,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3161,Shuttle Solar Backscatter Ultraviolet Experiment 2,Alternate,spacecraft,NULL,NULL,NULL,NULL,1990,OCT,6,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3162,SSBUV03,Preferred,spacecraft,NULL,NULL,NULL,NULL,1991,AUG,2,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3162,Shuttle Solar Backscatter Ultraviolet Experiment 3,Alternate,spacecraft,NULL,NULL,NULL,NULL,1991,AUG,2,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3163,SSBUV04,Preferred,spacecraft,NULL,NULL,NULL,NULL,1992,MAR,24,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3163,Shuttle Solar Backscatter Ultraviolet Experiment 4,Alternate,spacecraft,NULL,NULL,NULL,NULL,1992,MAR,24,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3164,SSBUV05,Preferred,spacecraft,NULL,NULL,NULL,NULL,1993,APR,8,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3164,Shuttle Solar Backscatter Ultraviolet Experiment 5,Alternate,spacecraft,NULL,NULL,NULL,NULL,1993,APR,8,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3165,SSBUV06,Preferred,spacecraft,NULL,NULL,NULL,NULL,1994,NOV,3,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3165,Shuttle Solar Backscatter Ultraviolet Experiment 6,Alternate,spacecraft,NULL,NULL,NULL,NULL,1994,NOV,3,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3166,SSTI-Lewis,Preferred,spacecraft,NULL,NULL,NULL,NULL,1997,AUG,23,Vandenberg Air Force Base,Athena I,NULL,NULL,NULL,NULL
gsfcirMisn:3166,Lewis,Alternate,spacecraft,NULL,NULL,NULL,NULL,1997,AUG,23,Vandenberg Air Force Base,Athena I,NULL,NULL,NULL,NULL
gsfcirMisn:3167,ST 6,Preferred,spacecraft,NULL,NULL,NULL,NULL,2006,DEC,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3167,Space Technology 6,Alternate,spacecraft,NULL,NULL,NULL,NULL,2006,DEC,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3168,ST 7,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3168,Space Technology 7,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3169,ST 8,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3169,Space Technology 8,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3170,ST5-A,Preferred,spacecraft,NULL,NULL,NULL,NULL,2006,MAR,22,Vandenberg Air Force Base,Pegasus XL,NULL,NULL,NULL,NULL
gsfcirMisn:3170,Space Technology-5A,Alternate,spacecraft,NULL,NULL,NULL,NULL,2006,MAR,22,Vandenberg Air Force Base,Pegasus XL,NULL,NULL,NULL,NULL
gsfcirMisn:3171,ST5-B,Preferred,spacecraft,NULL,NULL,NULL,NULL,2006,MAR,22,Vandenberg Air Force Base,Pegasus XL,NULL,NULL,NULL,NULL
gsfcirMisn:3171,Space Technology-5B,Alternate,spacecraft,NULL,NULL,NULL,NULL,2006,MAR,22,Vandenberg Air Force Base,Pegasus XL,NULL,NULL,NULL,NULL
gsfcirMisn:3172,ST5-C,Preferred,spacecraft,NULL,NULL,NULL,NULL,2006,MAR,22,Vandenberg Air Force Base,Pegasus XL,NULL,NULL,NULL,NULL
gsfcirMisn:3172,Space Technology-5C,Alternate,spacecraft,NULL,NULL,NULL,NULL,2006,MAR,22,Vandenberg Air Force Base,Pegasus XL,NULL,NULL,NULL,NULL
gsfcirMisn:3173,Stability of a Double Float Zone,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3174,Stability of Metallic Dispersions,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3175,Star Mapper,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3176,Star Occultation Navigation,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3177,Star Tracker Cameras,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3178,Stardust,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3179,Stardust-NExT,Preferred,spacecraft,NULL,NULL,NULL,NULL,1999,FEB,7,"Cape Canaveral, FL",Delta II 7426,NULL,NULL,NULL,NULL
gsfcirMisn:3179,Stardust Sample Return Capsule,Alternate,spacecraft,NULL,NULL,NULL,NULL,1999,FEB,7,"Cape Canaveral, FL",Delta II 7426,NULL,NULL,NULL,NULL
gsfcirMisn:3179,New Exploration of Tempel 1,Hidden,spacecraft,NULL,NULL,NULL,NULL,1999,FEB,7,"Cape Canaveral, FL",Delta II 7426,NULL,NULL,NULL,NULL
gsfcirMisn:3179,SRC,Hidden,spacecraft,NULL,NULL,NULL,NULL,1999,FEB,7,"Cape Canaveral, FL",Delta II 7426,NULL,NULL,NULL,NULL
gsfcirMisn:3180,Starshine,Preferred,spacecraft,NULL,NULL,NULL,NULL,1999,JUN,5,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3180,Student Tracked Atmospheric Research Satellite Heuristic International Networking Experiment,Alternate,spacecraft,NULL,NULL,NULL,NULL,1999,JUN,5,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3181,Starshine 2,Preferred,spacecraft,NULL,NULL,NULL,NULL,2001,DEC,16,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3181,Student Tracked Atmospheric Research Satellite Heuristic International Networking Experiment 2,Alternate,spacecraft,NULL,NULL,NULL,NULL,2001,DEC,16,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3182,Starshine 3,Preferred,spacecraft,NULL,NULL,NULL,NULL,2001,SEP,30,Pacific Spaceport Complex,Athena I,NULL,NULL,NULL,NULL
gsfcirMisn:3182,Student Tracked Atmospheric Research Satellite Heuristic International Networking Experiment 3,Alternate,spacecraft,NULL,NULL,NULL,NULL,2001,SEP,30,Pacific Spaceport Complex,Athena I,NULL,NULL,NULL,NULL
gsfcirMisn:3182,OSCAR 43,Hidden,spacecraft,NULL,NULL,NULL,NULL,2001,SEP,30,Pacific Spaceport Complex,Athena I,NULL,NULL,NULL,NULL
gsfcirMisn:3182,SO-43,Hidden,spacecraft,NULL,NULL,NULL,NULL,2001,SEP,30,Pacific Spaceport Complex,Athena I,NULL,NULL,NULL,NULL
gsfcirMisn:3183,Stellar X-Rays,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3184,Step Frequency Radiometers,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3185,STEREO,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3185,Solar Terrestrial Relations Observatory,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3188,Stereo/Waves,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3188,Swaves,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3186,STEREO-A,Preferred,spacecraft,NULL,NULL,NULL,NULL,2006,OCT,26,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:3186,Solar Terrestrial Relations Observatory-A,Alternate,spacecraft,NULL,NULL,NULL,NULL,2006,OCT,26,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:3186,STEREO Ahead,Hidden,spacecraft,NULL,NULL,NULL,NULL,2006,OCT,26,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:3186,STEREO East,Hidden,spacecraft,NULL,NULL,NULL,NULL,2006,OCT,26,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:3186,STEREO Lag,Hidden,spacecraft,NULL,NULL,NULL,NULL,2006,OCT,26,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:3187,STEREO-B,Preferred,spacecraft,NULL,NULL,NULL,NULL,2006,OCT,26,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:3187,Solar Terrestrial Relations Observatory-B,Alternate,spacecraft,NULL,NULL,NULL,NULL,2006,OCT,26,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:3187,STEREO Behind,Hidden,spacecraft,NULL,NULL,NULL,NULL,2006,OCT,26,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:3187,STEREO Lead,Hidden,spacecraft,NULL,NULL,NULL,NULL,2006,OCT,26,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:3187,STEREO West,Hidden,spacecraft,NULL,NULL,NULL,NULL,2006,OCT,26,"Cape Canaveral, FL",Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:3189,Stimulated Electron Precipitation to Produce Auroras,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3190,Stormsat,Preferred,spacecraft,NULL,NULL,NULL,NULL,1982,MAY,1,"Cape Canaveral, FL",Delta,NULL,NULL,NULL,NULL
